Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Segment,Category,Sub-Category,Product Container,Product Name,Product ID,Product Base Margin,Region,State,County,Country,Order Date-Old,Order Date,Ship Date,Profit,Quantity,Sales-Old,Sales,Order ID
1efa2197-7394-488f-847f-d9b4e64d1bcb,Medium,0.4040111223658513,435.18510161076773,7.447718205040008,5061,George Chapman,Standard,Consumer,Medical,Bandages,Bag,drug,122c9a56-01d7-4256-b860-2ab696a402f2,0.2942564501802874,UK,Scotland,Nottinghamshire,United Kingdom,2019-01-23,23-01-2019,24-01-2019,-50.60886357954194,1,384.5762380312258,229.2,40007
dc1110c1-080a-4dfb-a7c9-9b26114125c6,Medium,0.13260152908607598,402.83177087685624,16.37520918347858,6413,David Caldwell,Express,Home Office,Healthcare,Medical Devices,Pack,difficult,ef7ddc76-b92d-422b-a1df-306f8a0b3c33,0.17595914690705486,UK,Scotland,Caithness,United Kingdom,2023-06-03,03-06-2023,13-06-2023,120.72115363671304,1,523.5529245135692,454.13,85525
7914c120-c8dc-419f-be35-11287900f7f9,Low,0.15680240488486463,72.56405176877911,16.919712927723374,7669,Brent Jordan,Standard,Consumer,Healthcare,Syringes,Pack,land,baa4b71a-dd24-47ac-b78e-edb3693dffbc,0.12740853308151695,UK,England,Herefordshire,United Kingdom,2019-01-09,09-01-2019,16-01-2019,-64.03401581586274,10,661.6065018719283,557.87,98259
1931e9ee-a56c-4941-bbf2-4050a748dbcf,High,0.2894595287536053,67.88374803007898,7.049585137371887,1993,Gerald Hensley,Express,Corporate,Medical,Medications,Pack,energy,72d8567d-894a-45e4-b0b1-87ef310c0c00,0.20624580501254153,UK,Scotland,Yorkshire,United Kingdom,2019-10-03,03-10-2019,08-10-2019,37.167371771135606,2,172.93486783129356,122.88,65296
3ff350bf-766e-4b15-874e-bc192ef91276,High,0.22914276130929306,499.3044983844991,29.90241119637736,2235,Scott Pierce,Standard,Home Office,Medical,Medications,Pack,apply,d605e770-8a63-4881-bfd0-f9d5a6f2f7b8,0.4733037511974837,UK,England,Hertfordshire,United Kingdom,2018-09-08,08-09-2018,14-09-2018,-14.503782635002977,8,3979.9322044409896,3067.96,22224
3c835dc0-d944-4fa5-80e9-ab30ed2662e9,Low,0.3517699625436855,325.2549945766776,29.680826590787607,3724,John Hancock,Standard,Home Office,Healthcare,Medications,Box,weight,008d4127-6104-41e3-aa25-a8880f02bad0,0.47557200157084156,UK,Scotland,Isle of Anglesey,United Kingdom,2021-11-18,18-11-2021,20-11-2021,166.91381210171272,9,3094.208763291811,2005.76,44760
747b6dba-c8fe-4ccd-88b8-d9c6ed3049cf,High,0.13617410615740816,322.1734221636008,22.94030467846995,5673,Tyler Cowan,Standard,Home Office,Healthcare,Medications,Bag,only,27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,0.20044850082795765,UK,England,Clackmannanshire,United Kingdom,2020-03-05,05-03-2020,16-03-2020,27.072731769117908,5,1637.9398425871216,1414.89,48890
944528c0-0ef8-42d6-b7fd-564637bb3eec,High,0.00177284454389115,397.0036503588322,20.92783443253449,9883,Erik Williams,Express,Consumer,Healthcare,Medical Devices,Bag,me,87f7e1fb-da4b-49ca-ab5c-f46780bacd64,0.32436274590989855,UK,England,Carmarthenshire,United Kingdom,2019-11-26,26-11-2019,08-12-2019,171.17857146796797,9,3744.211424697458,3737.57,17455
d9f195d0-1482-4f53-8201-0c62f5f59b22,High,0.41729750994300835,312.1293049204073,8.702344639187066,4044,Barry Hensley,Standard,Consumer,Pharmaceutical,Medications,Box,international,91d63f78-e3e9-4e99-b10c-718b1eb0e38a,0.45956985461058986,UK,Scotland,Hertfordshire,United Kingdom,2020-08-27,27-08-2020,07-09-2020,-69.16191349846432,9,2740.0018307852015,1596.61,85880
14fcdd54-9e8f-4965-8a2c-827e98326856,Medium,0.4869185113186445,387.2649250145927,28.144095564238913,7868,Krystal Stewart,Standard,Consumer,Medical,Medical Devices,Box,every,506e5a9a-b758-488d-ab73-295b344a54b8,0.17174426536728282,UK,Wales,Orkney,United Kingdom,2020-08-04,04-08-2020,17-08-2020,100.97213878645903,4,1650.0318388448297,846.6,44814
a53f8a28-abf3-43fc-a181-3d25655238a6,Medium,0.07959892149036563,365.5751846629607,14.563543064923358,5915,Timothy Walls,Standard,Corporate,Medical,Bandages,Bag,act,902059e4-ff9a-45c2-9f04-4aed75523327,0.23986336977836747,UK,Scotland,Gwynedd,United Kingdom,2019-05-31,31-05-2019,01-06-2019,98.0099548245887,7,2657.036247465314,2445.54,19602
43e42caf-8181-48cc-b691-47eb89a2688b,Medium,0.13930153051150196,81.23933959826897,24.333165936009024,3170,Shirley Suarez,Express,Home Office,Healthcare,Medical Devices,Case,hope,d5704f32-702c-4d20-a862-18b848f4ef12,0.47569485612988627,UK,England,Isle of Anglesey,United Kingdom,2023-03-08,08-03-2023,11-03-2023,74.17692012161234,5,480.3736181129572,413.46,49651
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,High,0.05420127360735555,245.55369135408995,23.213626516317607,9666,Robert Evans,Express,Corporate,Healthcare,Syringes,Bag,record,2260e70f-e0cc-4dc5-b05d-b76e1a84a51a,0.45980189316447984,UK,Scotland,Inverness-shire,United Kingdom,2020-10-23,23-10-2020,24-10-2020,112.63558515025119,1,358.18927650434114,338.77,25129
8da01097-be0f-451b-9b66-b5a9e3c43657,Low,0.46278758274954135,292.30339869175634,22.985749978621136,3546,Larry Robbins,Standard,Corporate,Pharmaceutical,Syringes,Case,Democrat,439472e6-da58-4e8a-a25d-6b29afffcfd2,0.3492621639785637,UK,England,Lanarkshire,United Kingdom,2022-11-11,11-11-2022,20-11-2022,-7.214601337404019,7,2038.9091895048905,1095.33,74032
d89a40c0-e87d-4c78-a7c4-21c740497b71,Medium,0.20120019352886231,183.04484113667615,8.18219497647883,1832,Jeff Hill,Express,Home Office,Pharmaceutical,Bandages,Case,about,a319dcb4-217d-45a0-8568-11cd5563f616,0.26243006750326514,UK,England,Lanarkshire,United Kingdom,2020-10-15,15-10-2020,20-10-2020,-36.94519453520743,10,1793.503216831554,1432.65,31178
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Low,0.3273528118515358,259.2446856111564,16.053994982620186,8007,Ashley Landry,Standard,Home Office,Pharmaceutical,Bandages,Box,rock,093923de-8bab-4e3b-a628-6bfbe767dcea,0.21351456199721097,UK,Wales,Clackmannanshire,United Kingdom,2021-09-14,14-09-2021,28-09-2021,185.59989873574256,4,1222.578641180368,822.36,86350
20a04502-6e06-4097-a5e9-79778d7248e2,Low,0.15520973214745765,412.95330255931964,8.683849056144318,1685,Steven Flynn,Standard,Consumer,Pharmaceutical,Syringes,Bag,traditional,35c7936c-5b99-42c6-a61f-ecc00a368ce7,0.2657764043990878,UK,Scotland,Northamptonshire,United Kingdom,2020-09-07,07-09-2020,15-09-2020,19.895858862961305,3,1258.7557665409204,1063.38,97416
8f5486b7-c7b5-42bc-9a8a-aeca1a50aec3,Low,0.34381120654025976,451.6969217951149,26.511014135563034,7658,Nicole Frost,Standard,Corporate,Medical,Bandages,Bag,economic,ccc56569-f9e8-4369-a999-b735dd56cc94,0.12008735405625637,UK,Scotland,Derbyshire,United Kingdom,2020-01-26,26-01-2020,03-02-2020,-59.998268332891335,8,3553.577106028028,2331.82,64040
ecab3301-bc8f-4d29-adea-94930658663a,Low,0.26556594292779434,301.5163806673403,12.93244893663369,6442,Jennifer Santiago,Express,Home Office,Healthcare,Medical Devices,Bag,simple,28c13091-444d-410b-bf87-e362cf8d446a,0.45888324129330493,UK,Northern Ireland,Powys,United Kingdom,2019-06-25,25-06-2019,30-06-2019,125.53303595015345,5,1633.114939286855,1199.42,60140
787f2425-dbcc-4477-89e9-db0adf465290,Low,0.2422985085351334,157.6606387165848,15.996814831622567,4644,Thomas Bailey,Express,Consumer,Pharmaceutical,Medications,Case,tend,39118497-3a43-42ba-9f0f-06cbcb9bc326,0.4572107331161267,UK,England,Dorset,United Kingdom,2018-10-06,06-10-2018,09-10-2018,-30.62155608154397,3,442.3603600682104,335.18,96511
475287aa-5408-49ac-a601-ddd03170f437,Low,0.10697643855299371,236.69055315419817,13.27203477595209,2137,Diana May,Express,Corporate,Medical,Bandages,Bag,instead,89456f27-d7fa-4d8d-bb2c-a025adf4e62d,0.25579072506677647,UK,England,Warwickshire,United Kingdom,2021-05-18,18-05-2021,25-05-2021,43.09391976720707,6,1463.2372386923962,1306.71,13617
42deffcc-f86c-4ca2-a085-96db1d870966,Medium,0.3767375625296929,434.05157775609706,28.835758461752658,3925,Victoria Johnson,Express,Home Office,Healthcare,Bandages,Bag,pick,c9535b63-ba81-4dd9-987e-f3446f3f920c,0.18776865384857447,UK,Northern Ireland,Selkirkshire,United Kingdom,2021-03-25,25-03-2021,26-03-2021,16.657160973838415,7,3055.0182052665177,1904.08,67199
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Low,0.08252236560175441,260.32556715453956,8.190694932029018,7311,Cheryl Williams,Standard,Corporate,Healthcare,Syringes,Box,least,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,0.3570998592037343,UK,Scotland,Ross-shire,United Kingdom,2023-02-21,21-02-2023,24-02-2023,-84.91460995341174,7,1737.3643601283652,1593.99,97900
11e9cdaa-6e69-41a3-9d3d-9e563270e4fa,Medium,0.10583014210574077,197.08061219658885,24.03074269735068,6409,Mary Martinez,Express,Corporate,Pharmaceutical,Medications,Box,we,aab97e49-4f2d-4796-81d2-c7de4ce1eb90,0.28812273448521875,UK,England,Monmouthshire,United Kingdom,2022-01-13,13-01-2022,17-01-2022,95.04322797496249,1,292.12384017155136,261.21,52753
8dedf9fb-4bb0-4f20-b27c-40266703b636,High,0.47480586635799443,139.7123070631398,5.509500433008308,3085,Maurice Gray,Standard,Consumer,Medical,Medical Devices,Box,smile,91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,0.32558783277200765,UK,Scotland,Ross-shire,United Kingdom,2021-02-14,14-02-2021,26-02-2021,-23.126891031344016,6,815.1469513474948,428.11,63225
4dcabfb7-001a-4a8b-956f-03508c459ce2,High,0.30294634628015565,483.6806348455439,22.958930714900205,5700,Richard Lawson,Standard,Corporate,Medical,Syringes,Case,fund,acf5e81e-7131-4269-b118-e36477097749,0.33031869136496567,UK,Northern Ireland,Northumberland,United Kingdom,2020-05-18,18-05-2020,30-05-2020,-40.50106687248542,10,4796.305281582954,3343.28,77000
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Low,0.4152858168901592,159.28222124170946,22.429825062394304,3780,Diane Beck,Express,Home Office,Healthcare,Syringes,Box,president,f3b63fe1-d184-4324-97e8-392a55cee5db,0.2388815061233796,UK,Northern Ireland,Norfolk,United Kingdom,2020-07-23,23-07-2020,25-07-2020,51.78823690312336,6,1007.4815643533801,589.09,98184
32fa2de8-ce7a-47f6-b982-0cff4f77a665,High,0.42478781349978867,420.04891314052617,7.638471766099965,3414,David Alvarez,Express,Home Office,Pharmaceutical,Bandages,Bag,to,6a18ce4c-7496-4764-92a4-def0c4bbb7a9,0.17045478443442375,UK,Wales,Wigtownshire,United Kingdom,2023-06-17,17-06-2023,30-06-2023,175.88529707083012,8,3536.2766021950392,2034.11,35485
7e8f8095-624c-49b6-b244-45a7b7e58481,Medium,0.21778724650194714,378.961796437305,11.709888451230633,7547,Matthew Smith,Standard,Consumer,Pharmaceutical,Medical Devices,Pack,social,1b494e15-e2ad-4909-8521-bf2ddc45d539,0.40019051273080253,UK,Northern Ireland,Midlothian,United Kingdom,2022-03-06,06-03-2022,07-03-2022,48.2919510847766,6,2322.062729708606,1816.35,38683
b227462c-f53d-4330-8dda-24ba2d06e8cf,High,0.24377496619567218,209.67123477924287,11.458810221466951,9486,Justin Lowery,Express,Home Office,Healthcare,Medications,Box,campaign,76f2dbfe-cd29-436f-a222-82e174daaebf,0.30665090068597367,UK,Scotland,Cheshire,United Kingdom,2023-01-30,30-01-2023,03-02-2023,116.02239923125828,8,1793.3922774652012,1356.21,83259
c1581092-f335-4ba3-913a-7052986f9025,Low,0.3790823267412332,360.7742027509354,21.147572493523807,8251,Michelle Wagner,Express,Corporate,Medical,Syringes,Case,then,e5af6e39-7227-44e6-8c41-561be827a1b9,0.18863856018901207,UK,Scotland,Lancashire,United Kingdom,2019-12-01,01-12-2019,12-12-2019,74.46667559971016,8,2960.660297607193,1838.33,72216
3f4b1a70-c074-418e-825a-609f7337c599,Low,0.2654609655728839,241.47671571734665,23.64838591784024,5543,Kelly Sims,Express,Corporate,Healthcare,Medical Devices,Case,face,49257af1-b6aa-405b-93d5-f2f7709b7d97,0.2226491965395322,UK,Scotland,Derbyshire,United Kingdom,2020-07-22,22-07-2020,03-08-2020,-42.22471196454478,2,440.7287194701485,323.73,45614
8a476a87-e49d-481d-91d8-7c6455fa1ab8,Low,0.2679319826918749,392.98532426784635,9.628746060941548,2320,David Benson,Standard,Home Office,Pharmaceutical,Medications,Case,seat,68586eba-6a34-4854-9071-4d5136c59dac,0.4922042521850053,UK,Scotland,Kirkcudbrightshire,United Kingdom,2021-05-18,18-05-2021,22-05-2021,8.264320744815933,5,1973.1909420840477,1444.51,81121
34f3193c-0ff0-455c-aa70-2e2f7746d0ba,High,0.35400924285551566,106.96233193159173,6.137892524580458,7883,Randy Shah,Standard,Home Office,Pharmaceutical,Bandages,Bag,again,9360715f-c3fe-4183-a172-b725db52ca58,0.14103505871510427,UK,England,Warwickshire,United Kingdom,2021-10-18,18-10-2021,23-10-2021,40.81908347915305,8,896.5177389318869,579.14,72518
4c71e0fe-5a0c-4d7c-b157-8470018267c4,Medium,0.09218183519504086,73.11952273261002,28.526589919202582,7389,Tiffany Barnes,Express,Consumer,Medical,Medical Devices,Bag,small,9a6ec2f5-ccc4-4903-8bcf-53a1bc10fa52,0.12963286810225594,UK,England,Dunbartonshire,United Kingdom,2020-06-09,09-06-2020,12-06-2020,143.34262288251426,5,508.94023654556435,462.03,73993
7c5308bf-6f92-425e-85df-16b6382c043f,High,0.4969590613551101,103.3032029951577,24.111086133154856,1475,Michael Yates,Standard,Home Office,Pharmaceutical,Medical Devices,Bag,shake,eb67146a-77a6-417c-972b-61082a405f12,0.21894125300695497,UK,Northern Ireland,Lancashire,United Kingdom,2019-08-25,25-08-2019,04-09-2019,86.30819632164457,10,1119.3402262732216,563.07,91560
64de82e6-e82c-4d7b-86e7-45f988bc539c,Low,0.04961678738739411,393.2316969596189,20.63787576016508,1444,Jeffrey Camacho,Express,Home Office,Medical,Bandages,Pack,court,53cd6268-610c-4373-8299-9aa40cdf742b,0.1695254193305738,UK,England,Durham,United Kingdom,2020-05-12,12-05-2020,13-05-2020,22.555271798007993,10,3954.872241394197,3758.64,69598
e1301617-c2df-4335-9666-6f9f53ac2ab9,Medium,0.1456296445155138,154.16430555021162,22.67389574697583,7211,Trevor Fisher,Express,Consumer,Healthcare,Bandages,Case,they,bfc00dc8-04f6-4d86-b866-076514f7ce8d,0.4151312106586925,UK,Scotland,Peeblesshire,United Kingdom,2023-02-24,24-02-2023,26-02-2023,63.36871361317361,3,525.8616302638085,449.28,16826
39669fa7-5997-4043-b3b1-025bfff9f585,Medium,0.4133155798250298,82.13442658511636,9.148069730518117,2124,Marissa Webster,Express,Home Office,Healthcare,Medications,Bag,end,9f0fda8d-0537-4ff6-96d7-b3b833094d35,0.1497414632698833,UK,Wales,Nottinghamshire,United Kingdom,2019-11-10,10-11-2019,15-11-2019,50.14165313537768,8,707.2170658163086,414.91,41266
1d48a071-ab61-47b1-b93b-4c3220500494,Medium,0.04022092594965049,67.93735288262587,15.800716604019314,4571,David Wood,Express,Home Office,Pharmaceutical,Syringes,Box,police,b7e6427c-bf78-4e3f-b6b7-51f79b749245,0.1915697662887308,UK,England,Kent,United Kingdom,2019-07-15,15-07-2019,25-07-2019,-87.93049805661515,3,115.88156059126247,111.22,31465
9424aed5-1bac-4c15-8fa0-3f26f6f7f0cc,Medium,0.259481920493802,249.0032319890913,11.953914311060522,1420,Laura Odonnell,Express,Home Office,Pharmaceutical,Syringes,Bag,how,32c5bd89-b70b-4420-b104-3785658b2523,0.2391844225178602,UK,Wales,Lincolnshire,United Kingdom,2019-03-18,18-03-2019,29-03-2019,-68.62003462523278,3,678.3896613420411,502.36,87607
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Medium,0.20582254489389684,272.96105943395196,21.56458842478572,2669,Elizabeth Sutton,Express,Home Office,Medical,Medical Devices,Box,support,90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,0.22580686286806717,UK,Wales,Denbighshire,United Kingdom,2018-11-29,29-11-2018,12-12-2018,21.252517100223685,9,2477.902052005791,1967.89,55508
5eddbbbf-a959-4663-adaa-2e688861fe18,High,0.3288301932415645,294.16711746073776,15.331189269983037,2129,Gloria Atkinson,Standard,Home Office,Pharmaceutical,Medical Devices,Bag,test,f5f62c97-6efb-43b1-9b04-98637d7ddbed,0.4039962144244068,UK,Scotland,Kent,United Kingdom,2021-08-23,23-08-2021,01-09-2021,-60.69603131486604,5,1410.1395559888226,946.44,93307
b5122df8-75b1-4a55-9426-2982e43e4288,Medium,0.4404233086789028,268.1203086274992,5.721736061041581,3506,Nicholas Sheppard,Standard,Home Office,Medical,Medications,Box,expect,89c5b31a-eb6c-4016-8ee6-24d09dac6e83,0.3209005636214932,UK,England,Gwynedd,United Kingdom,2022-09-04,04-09-2022,18-09-2022,173.87896354525037,8,2318.841432565244,1297.57,70931
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,High,0.32385484439187934,119.28700599274762,28.31632649835261,5397,David Michael,Express,Home Office,Healthcare,Medications,Bag,family,c01f36bf-3e6d-458b-b367-c28de1b294de,0.43388957823067775,UK,Northern Ireland,Hertfordshire,United Kingdom,2022-07-07,07-07-2022,15-07-2022,65.3795230641409,7,900.3885650133743,608.79,84691
561e16d1-6105-416b-ab0e-664e9c3eb2d5,High,0.4609340749657809,278.70840121680226,26.983156378661903,1470,Frederick Freeman MD,Standard,Corporate,Pharmaceutical,Medications,Case,evening,989d9d4a-e15c-4666-8797-b2c957207246,0.4282197892742313,UK,Wales,Lanarkshire,United Kingdom,2020-11-29,29-11-2020,13-12-2020,76.08131672424832,8,2305.748526458666,1242.95,82848
30e912f2-f2b4-4abf-8441-aefd0299436a,High,0.22327369652159723,267.95362349827417,13.310998892768733,2402,Jason Peters,Express,Corporate,Pharmaceutical,Bandages,Pack,effect,b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,0.32871905679396046,UK,Scotland,Orkney,United Kingdom,2022-09-26,26-09-2022,27-09-2022,-4.54710182986004,8,2139.0818861563334,1661.48,68743
4b5305e5-17d2-482e-846a-0df5cafda613,Low,0.4567150839098129,221.55401612621125,29.710350048484063,4630,David Beck,Standard,Corporate,Medical,Bandages,Case,home,58007c02-87ea-4ff5-8db0-674679279973,0.4478801253448862,UK,Northern Ireland,Cornwall,United Kingdom,2022-03-07,07-03-2022,16-03-2022,173.1325033089401,1,394.68651943515135,214.43,82140
7428a656-b3ee-4d3b-9a10-412954aebd1b,Low,0.07207770798347374,441.9198371071487,29.248919851027654,5438,David Griffith,Standard,Corporate,Pharmaceutical,Medications,Bag,four,f36cb62b-892e-4161-be2d-740a1e9b23bc,0.359934661031709,UK,Wales,Stirlingshire,United Kingdom,2020-02-20,20-02-2020,27-02-2020,186.24187778680283,8,3721.6005746439923,3453.36,35105
46c8adfe-7bf4-4042-bd15-31c83764fbda,Low,0.01794954991884329,80.78933623169814,20.779025421366015,9595,Veronica Wall,Express,Consumer,Healthcare,Syringes,Bag,fine,4d6168bd-2def-4193-9c62-b3a23a3c563e,0.4913350912882183,UK,England,Perthshire,United Kingdom,2018-09-06,06-09-2018,09-09-2018,108.20034883797035,1,188.9896850696685,185.6,80010
f96b648a-0ba6-4ab9-8639-447b2067bdac,High,0.1621873333906511,75.25365264725312,13.961583557509087,1893,Melissa Martinez,Express,Consumer,Medical,Medical Devices,Pack,trouble,df6a8f93-1a43-4f0a-bdaa-39f0c0b6fce2,0.16799345962723894,UK,England,Wigtownshire,United Kingdom,2018-09-01,01-09-2018,15-09-2018,14.763289585062168,4,315.77790017407466,264.56,85243
70c2903f-7a8d-43aa-b82a-65e048ca7651,Medium,0.4564145080117774,114.40297405782934,16.528747833874938,6582,Anthony Everett,Express,Corporate,Pharmaceutical,Syringes,Bag,mean,6694c343-10ba-48e3-9276-2bdc1d34d08e,0.46048376943955327,UK,Scotland,Carmarthenshire,United Kingdom,2022-09-29,29-09-2022,07-10-2022,183.5706904803938,10,1327.6004310586873,721.66,19710
0db95301-afbb-411a-a123-5a8c93b7a886,Medium,0.3194693511800061,240.93902230740395,11.25245561019253,3485,Justin Torres,Express,Consumer,Pharmaceutical,Medical Devices,Box,energy,6a8a616f-c3b2-40d0-8edd-dfcd1e52d770,0.19488228077102987,UK,Wales,Warwickshire,United Kingdom,2020-06-25,25-06-2020,30-06-2020,197.80761308806927,5,1402.502724625089,954.45,78494
715629ee-e893-4e3d-b354-ea6f61607459,High,0.48897224228843134,346.2034171679063,11.862009504455694,5871,Wanda Torres,Standard,Home Office,Healthcare,Medical Devices,Case,pressure,bd767e35-f5c9-4047-9c10-c5720f6b40d0,0.41029639184135236,UK,Scotland,West Yorkshire,United Kingdom,2019-05-29,29-05-2019,11-06-2019,5.696286750594965,4,1390.5099554222202,710.59,37235
